1.266970032676617564e-03 3.968529121720631991e-03 4.345008456427823518e-04 5.325817565117393497e-05 1.662405910082268218e-04 1.827511529421861026e-05
4.792751626407909527e-04 2.091650914445519760e-03 3.190739229534944599e-04 2.821097232547362446e-05 1.228711205740994615e-04 1.878180119164845463e-05
1.609020545436656846e-04 8.878528271705210528e-04 1.712451183248919762e-04 1.457198664629580893e-05 8.033594047377803362e-05 1.550768381832059111e-05
3.583544356157375432e-03 1.118597076969396475e-02 1.220484874187466318e-03 8.985502997459608753e-05 2.777363185996446575e-04 3.065273924770562270e-05
1.488007308382721661e-03 1.911345261571550935e-04 8.581654999950671936e-07 1.147067450214452755e-04 1.474982110761451755e-05 6.624855261069524629e-08
8.283772595734983923e-03 4.621839067975308524e-05 9.013623625264699513e-09 2.855686105963476133e-04 1.604682394085534812e-06 3.969233278472050774e-10
9.797157716289861540e-03 9.435226287417108892e-03 3.176159963345082105e-04 2.210991804331476898e-04 2.124362646974788712e-04 7.229471099339214110e-06
1.441362485410602190e-03 3.555714703207257799e-04 3.066044309107951449e-06 1.073534925577203326e-04 2.650542332673167518e-05 2.286712832494363444e-07
1.800294755662790180e-04 3.015016127796643630e-03 1.764954396677564930e-03 8.097759594657227649e-06 1.351403625679186240e-04 7.924472211284154348e-05
1.669883370670754985e-03 1.166290812815162781e-07 2.877698079828405753e-13 1.290879199852805351e-04 9.011478386988689565e-09 2.537213116616868633e-10
8.586488175903017606e-03 4.856301777796523389e-02 9.600494046166918594e-03 1.069195967924434096e-04 5.753045987067021685e-04 1.190793613737278875e-04
4.008512731338731427e-03 2.148324417428071342e-05 4.024524713486243854e-09 1.991916408197236309e-04 1.071228288133651768e-06 3.611690378163142881e-10
8.493019487161301839e-04 1.507204804008122068e-03 9.349324731622310480e-05 5.426576736175520974e-05 9.620652319192285712e-05 5.977560163427836945e-06
6.115232150332028382e-02 1.677679813470489556e-02 1.608803620283261182e-04 6.704747138764673847e-04 1.904292223831478826e-04 1.868747457803834361e-06
2.974895877710492798e-03 3.988215331919064965e-03 1.868887904095117847e-04 1.112346223518256318e-04 1.488264134907682783e-04 7.005185009782530975e-06
2.271422448949667050e-02 5.577072409712613421e-05 4.786441465398638684e-09 4.693868614930269485e-04 1.175432388665685699e-06 1.840687857573141532e-10
5.430971871997458678e-02 2.002554700129000054e-04 2.581006564028598405e-08 7.108979040260659686e-04 2.749107363049636337e-06 4.835091451484520724e-10
5.969598566309741727e-03 1.649688486025691070e-02 1.593516573474396125e-03 1.221187155434673042e-04 3.328094291082665432e-04 3.270448343534860082e-05
3.484368419516492565e-03 8.877260380941720541e-04 7.905542427577572084e-06 1.661941042288449439e-04 4.242671483136571409e-05 3.783096058906044285e-07
1.317799762113214257e-03 3.379298649779594044e-03 3.029015881452767900e-04 5.897125187888242450e-05 1.508076803559455263e-04 1.356545388880456736e-05
9.662204044729172381e-04 3.714610051160249782e-03 4.991695444065413767e-04 4.249816432802372808e-05 1.628185546291692910e-04 2.196053461632380911e-05
1.077846515064040389e-03 4.067871791750832244e-04 5.366305799059389869e-06 8.825684641782271568e-05 3.332435748468967894e-05 4.398487230068962622e-07
1.434947291742671993e-02 9.395495971963985227e-03 2.150311106492441837e-04 2.916858509920778274e-04 1.913082029333790365e-04 4.428244339092500468e-06
1.499782018666584449e-02 3.523249280892759572e-03 2.893053248365085039e-05 3.455126631816282873e-04 8.190049079044331871e-05 6.759860636151435092e-07
5.757486881019513447e-03 5.208660305051626693e-04 1.647088514689087901e-06 2.289884281139435577e-04 2.080712649814392572e-05 6.586813475462755643e-08
6.575920279830849147e-02 7.205212488741175036e-04 2.759528452411785793e-07 7.737603473770771545e-04 8.978612171264988430e-06 3.496822504297734640e-09
2.565858731701364803e-02 2.514975901738414343e-02 8.616536656376183601e-04 3.549968804439041447e-04 3.456422924203189249e-04 1.218903640303797642e-05
8.928426558964019932e-02 8.754343766390615400e-04 3.000337371883432525e-07 8.880188425415758624e-04 9.420530186224016362e-06 3.265859591566384119e-09
1.647995559237225294e-03 2.580740750461441024e-03 1.412636903423969414e-04 7.883900141878229597e-05 1.232718385042056775e-04 6.766800149039719666e-06
2.677370437889070587e-03 2.660238390436164835e-03 9.239117171522259753e-05 1.148330828708516636e-04 1.140153856152910806e-04 3.971950097645845651e-06
2.022551544380579713e-04 4.707659962044141722e-03 3.830084883557960396e-03 6.863325704471611073e-06 1.588422651617711428e-04 1.294495003059185608e-04
1.758940745271164730e-03 1.815555573127181077e-03 6.550368164148778760e-05 9.216249317516771265e-05 9.507612426493788069e-05 3.437416106893592748e-06
2.818773875405966578e-04 7.906115191087526028e-04 7.751109339038109169e-05 2.628960268066926129e-05 7.368813782094690542e-05 7.230257834188282061e-06
3.107092281382506371e-04 2.203211196331267274e-03 5.460795755696246090e-04 1.777777432891523637e-05 1.257694518799682532e-04 3.123324267264318094e-05
5.027265382570478280e-03 1.625509023952531606e-04 1.837150724881553288e-07 2.200095582284563396e-04 7.143432118528456142e-06 8.081751701381273603e-09
4.454907630171667243e-02 2.215784503458200216e-01 3.852247335252645399e-02 2.735839984570030432e-04 1.070869212778775403e-03 2.349721530668442331e-04
9.637701525178288264e-03 1.530296978451328727e-02 8.493286903470398386e-04 1.898620790797120501e-04 2.986858783488045279e-04 1.685865511560481029e-05
4.284710043023221004e-04 2.104860987862688937e-02 3.614291911711164929e-02 5.767931201574867996e-06 2.755067313347025018e-04 4.683476180851198494e-04
5.142538816047537154e-04 3.749053299956850438e-02 9.553521311885626588e-02 4.674369323534687304e-06 3.232631254772788069e-04 7.848176131042160957e-04
4.787236903474045846e-04 3.580034615218941063e-02 9.358093015750545973e-02 4.407026698475016477e-06 3.132709048990958006e-04 7.801703725053797927e-04
2.483715329204549960e-03 6.284115076082841256e-06 5.557598825589593616e-10 1.571610771598243284e-04 3.984891215879727953e-07 nan
1.707302642739438880e-03 1.088442522908295018e-03 2.425483439383313566e-05 1.016068135829760433e-04 6.479167259264359145e-05 1.445725908714877962e-06
6.019720034509412621e-02 2.827532315621272829e-04 4.642337469995538868e-08 7.452102391704957477e-04 3.690220286625922141e-06 6.104870979733250232e-10
1.545023863315453383e-03 3.951688775603257042e-03 3.532873611207243414e-04 6.392616753825721787e-05 1.629788068868553833e-04 1.463097528157244158e-05
5.669750991442512600e-03 4.968085021605839202e-03 1.521639869919155785e-04 1.723538057125868805e-04 1.509067000940799525e-04 4.648881733503546888e-06
3.190984400112117925e-04 1.637799708006792976e-02 2.938290447996072530e-02 4.783173546357706005e-06 2.401398087935287587e-04 4.269838268819696079e-04
2.931760510236358641e-04 4.013037687007825483e-02 1.920064470789355493e-01 2.089846856008629591e-06 2.681523264127705819e-04 1.109852602281018825e-03
8.591219576619124609e-04 1.737983076564253437e-03 1.228949658125255695e-04 5.210252538388626149e-05 1.052702850918854426e-04 7.457685997667438778e-06
8.815783219228157108e-03 4.216710308480031699e-06 7.050182659895654069e-11 2.952445922460655652e-04 1.423013032834580526e-07 nan
2.402719670594222201e-02 1.410343910877198681e-02 2.893641853267681086e-04 3.841253924433101884e-04 2.265428103964138345e-04 4.728605289547860009e-06
3.352032760508549813e-04 1.039879114131236904e-02 1.127600558267283226e-02 7.203740041273810217e-06 2.205840003383499951e-04 2.394664583924256619e-04
5.889944666473079238e-03 1.427954498299577324e-03 1.210083526559380118e-05 2.168907536231304452e-04 5.276556013382772845e-05 4.480796001812660609e-07
1.734155034984574684e-02 7.640774524058757677e-03 1.176751261353636835e-04 3.435214406358589158e-04 1.523174599850144731e-04 2.368816068233293132e-06
1.106720437708963445e-02 2.768586662529992637e-03 2.420896041566145129e-05 2.955886211066657224e-04 7.442219275345366054e-05 6.533617901288995186e-07
3.139523315628833799e-03 3.887937289734910706e-04 1.682955437676270094e-06 1.668055563808912691e-04 2.070390422035254925e-05 8.968372626760475643e-08
5.586397747449511897e-03 5.025573117347859053e-03 1.580291352434315399e-04 1.699904469607606565e-04 1.527849842113334646e-04 4.832492031232578623e-06
1.373695916566664010e-03 4.304775314099229533e-03 4.715287693737302277e-04 5.544974454561776958e-05 1.731084937050914811e-04 1.904528291476528248e-05
1.183976298673898864e-01 2.155520019585854818e-02 1.371699368026835231e-04 9.344699422181782086e-04 1.846517916931460766e-04 1.213568653038907206e-06
8.777094086986902965e-04 5.980470563757833702e-04 1.424353496592978274e-05 7.188350161351135070e-05 4.898316028219538195e-05 1.167459769298725342e-06
1.086288439373639392e-04 6.512794168896496316e-03 1.364857698720478574e-02 2.431556423197062365e-06 1.444597035917098444e-04 3.011306729193989531e-04
6.179290803252301956e-03 9.824702455700773385e-03 5.460067410867353033e-04 1.519372336762527919e-04 2.401402825701786151e-04 1.349067047379453406e-05
2.603425265653935838e-03 3.226779819293978946e-03 1.397949150916399930e-04 1.065222349781281495e-04 1.318371891011303895e-04 5.732415295304918793e-06
3.034844257902458153e-03 2.742892215192860306e-04 8.665206212565834676e-07 1.665193569245695536e-04 1.508483396365123751e-05 4.768291147915170093e-08
1.013426329044442298e-03 7.145518020712282592e-03 1.761055650283394058e-03 3.226828830478549833e-05 2.258183969516304457e-04 5.600665558561230531e-05
2.513945884780488527e-03 2.695063740685066378e-03 1.009903745727847024e-04 1.090480245125245414e-04 1.167982042327557501e-04 4.390199784128561789e-06
1.452506798296226975e-04 8.788357548843439560e-03 1.858639177136778287e-02 2.798030122690893793e-06 1.672247142480091226e-04 3.510684667436082340e-04
