1.197837201869611512e-02 2.162798130456167200e-05 3.435386472036513084e-03 6.277575841859383292e-06
3.988083976786738205e-03 1.191602321393148145e-05 1.989741192176012682e-03 5.968855244907023632e-06
8.709947025546949106e-03 1.290052974453281820e-03 2.742939248561756475e-03 4.092921182333180037e-04
9.869327617402223751e-04 1.306723826077771378e-05 9.864109942181922136e-04 1.307305617261534326e-05
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
1.999999980015321199e-03 1.998490262167251785e-11 1.412680832120699961e-03 8.065490087349327249e-10
1.818301648968123629e-03 1.816983510321001916e-04 1.284573803884267321e-03 1.285745465530777586e-04
6.995937490325676578e-03 4.062509674440661911e-06 2.634182721339414519e-03 1.540396910376372648e-06
4.955735987445697432e-03 4.426401255486211994e-05 2.210361023509931078e-03 1.983991296845749098e-05
5.999991950595973123e-03 8.049404698340367759e-09 2.441513600541358152e-03 3.259629011154174805e-09
4.649334574413854781e-03 3.506654255864827263e-04 2.074338328368249482e-03 1.571264928742411215e-04
3.999999900939466002e-03 9.906120368441406754e-11 1.995662420478560867e-03 nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
2.999444856941479998e-03 5.551430590777783891e-07 1.728915236127271087e-03 3.209531364071486397e-07
2.995850379643005823e-03 4.149620357996042230e-06 1.726849564521604945e-03 2.399066886751767980e-06
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
3.999999948601562494e-03 5.139888514804624720e-11 1.995662444162008865e-03 6.585445079827192917e-10
3.739320622427633189e-02 1.606793775724479900e-03 5.869687540538823939e-03 2.614457364591302397e-04
1.999482724729162442e-03 5.172752712834238764e-07 1.412316205916695419e-03 3.661036622164636358e-07
3.968254913120361493e-03 3.174508688008614854e-05 1.979887472272791674e-03 1.590111749142296857e-05
2.927595546407202320e-03 7.240445359291136640e-05 1.687622086365328034e-03 4.185715532055124332e-05
4.198897426976788694e-02 1.102573023237241046e-05 6.330016082334966911e-03 1.733733705624855987e-06
3.999848820866791499e-03 1.511791338781875993e-07 1.995587347076238898e-03 7.572402821985459393e-08
2.099696382279270246e-02 3.036177207871304518e-06 4.529514271675382821e-03 6.688916024260711156e-07
6.999895318555271473e-03 1.046814450678112962e-07 2.635662452571109048e-03 3.968516190911212038e-08
2.999999809855546928e-03 1.901447888030816102e-10 1.729234154731575492e-03 nan
3.999999746473692497e-03 2.535260890113022469e-10 1.995662343722749525e-03 1.041250292910165063e-09
4.699999874529936505e-02 1.254701231800936512e-09 6.678861741406380212e-03 nan
2.985897208717336326e-03 1.410279128255531589e-05 1.721129605383366762e-03 8.153325061208530720e-06
9.959529349399254272e-04 4.047065060408527870e-06 9.954174102104285191e-04 4.048903310392207424e-06
1.518747298227207665e-03 1.481252701772683977e-03 8.767232743006651233e-04 8.551109362700390001e-04
2.992026090940402838e-03 7.973909060154937833e-06 1.724651808634652516e-03 4.610028588224310267e-06
2.636422321520481837e-02 6.357767847957607188e-04 5.002323905580798209e-03 1.237835289211012028e-04
8.282998329365298673e-04 1.717001670633599986e-04 8.279933855083830953e-04 1.717493858424354336e-04
2.999994696723407017e-03 5.303276928714240057e-09 1.729231216333571627e-03 2.908053807168453144e-09
4.782959788058427364e-03 2.170402119419101439e-04 2.133669780821079165e-03 9.726452592583921075e-05
2.991043359977796356e-03 8.956640021873241153e-06 1.724087046560022997e-03 5.178178556658505820e-06
2.058460567932796081e-03 6.941539432067767024e-03 6.875704140698225700e-04 2.307321556213813921e-03
7.883719277415046633e-03 2.841162807225843245e-01 5.162152448420227312e-04 1.390559506079555585e-02
4.666284964561340232e-03 6.233371503543816416e-02 5.847373497440744089e-04 7.370539037515203354e-03
8.999998931517261269e-03 1.068483079791349155e-09 2.985340543608131988e-03 1.041250292910165063e-09
9.993304601045860380e-04 6.695398957479170576e-07 9.987897421902946094e-04 6.698462758850295415e-07
3.999999374396212559e-03 6.256035689489181095e-10 1.995662158833092555e-03 6.585445079827192917e-10
2.951938248912044926e-03 4.806175108784671579e-05 1.701612964939673870e-03 2.778526630245772191e-05
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
1.762643529563501232e-02 2.937356470436536249e-02 2.581134199768886882e-03 4.250898821424141730e-03
3.725497558629387029e-03 1.627450244137085278e-02 8.375681106598253933e-04 3.613135382979421571e-03
2.683232727132223161e-03 3.167672728676684812e-04 1.547137436037078050e-03 1.830791382707187137e-04
1.099999985927846424e-02 1.407221006388681417e-10 3.296806290285201474e-03 4.656612873077392578e-10
6.507657073577366447e-03 4.923429264225287483e-04 2.451535613374249307e-03 1.865929460869686872e-04
2.467529801644330334e-03 1.532470198355673219e-03 1.232982515905448658e-03 7.664657904233124425e-04
4.999862365677731901e-03 1.376343223835618801e-07 2.229943370364811592e-03 6.169616671367928818e-08
6.999066529705499917e-03 9.334702952834561529e-07 2.635352590503441811e-03 3.539473035198347873e-07
3.986127393122096407e-03 1.387260687768510081e-05 1.988768918367456867e-03 6.948914107673101621e-06
5.999859492988202092e-03 1.405070122473262018e-07 2.441460026466188080e-03 5.750681234875817255e-08
9.981432749246454961e-04 1.856725075688459015e-06 9.976043849947082310e-04 1.857572428988794866e-06
