0.000000000000000000e+00 0.000000000000000000e+00
-1.703725001553777485e-01 3.652632014843370297e-04
-3.224788289527751317e-01 6.850963348432759920e-04
-4.549520420319430603e-01 9.650086112467787247e-04
-5.669337555630543646e-01 1.210480652634699427e-03
-6.580888425256889995e-01 1.426767842004897672e-03
-7.285769335033747129e-01 1.618812270058560439e-03
-7.789887584419790123e-01 1.791260107590826253e-03
-8.102602442223802992e-01 1.948575324340831236e-03
-8.235787198513833118e-01 2.095241288689280671e-03
-8.202937608245424173e-01 2.236044709658143847e-03
