2.081075129566567483e-02 1.562409654755159139e-02 3.124857407571512979e-03 3.976654526223200037e-04 4.262929674658799684e-05 3.264500628412389440e-03 2.446262540043597777e-03 4.949066700522470122e-04 6.320148463538933516e-05 6.783157335267195319e-06
9.634149877424391661e-04 8.203662168675407429e-04 1.860931008401678355e-04 2.685994663198520982e-05 3.265747965386367468e-06 6.810220234196208292e-04 5.797818653556740783e-04 1.315947383221907803e-04 1.899763940487701814e-05 2.309966673986211504e-06
8.288922687017086233e-03 1.872831495695348458e-02 1.127268718406893022e-02 4.317263683541128216e-03 1.392811488477141424e-03 1.257022787716360890e-03 2.788652397806587555e-03 1.689192868948255965e-03 6.520365026418894171e-04 2.111621063486345787e-04
3.646654863918019629e-04 4.505275261657004648e-04 1.482778003816243029e-04 3.105155168592332871e-05 5.477635459882890245e-06 3.646505655041091978e-04 4.503910562685038178e-04 1.482735800256847170e-04 3.105491960982998138e-05 5.478485054214201433e-06
6.245512821114740376e-04 3.258544338491375925e-04 4.529051934865080398e-05 4.005376401661209229e-06 2.983884552776316923e-07 6.243633877450618192e-04 3.257963638736316339e-04 4.529389450814771674e-05 4.005919092474021934e-06 2.984363011683581675e-07
1.929068975930592345e-03 7.024537472077874156e-05 6.814215214312469016e-07 4.205970682846782438e-09 2.186872904985648347e-11 1.362308497653271899e-03 4.968215945886336651e-05 4.819528995346450046e-07 3.053545277510953289e-09 nan
3.643462057592472547e-03 7.460846799814513375e-03 4.069959889455354585e-03 1.412682300537149160e-03 4.130489526334990558e-04 8.853116958252960989e-04 1.800540662681447907e-03 9.851013342983422089e-04 3.429542571790415956e-04 1.004109341690594728e-04
9.039667460579936531e-03 5.110838812705686962e-03 7.697683484777506635e-04 7.377008486852965063e-05 5.955293403525629969e-06 2.324247350207990850e-03 1.315785884056120498e-03 1.989574406307207256e-04 1.908577234691306989e-05 1.541340724528086386e-06
7.914054904649692190e-04 8.861093545800002858e-04 2.643039900711574575e-04 5.016172762029036392e-05 8.019437339079615867e-06 5.595276521311444255e-04 6.262036536447957141e-04 1.868865325259385334e-04 3.547781504387241921e-05 5.672374092337418682e-06
1.772840351801585612e-03 2.197482889754187596e-04 7.256204467953608628e-06 1.524564803290218151e-07 2.698267387302166753e-09 1.252175926729800874e-03 1.553972482934213488e-04 5.132103469404057739e-06 1.078335376654964350e-07 1.508915032235586904e-09
4.674345957877967805e-03 8.921728379051474533e-03 4.536336657257278304e-03 1.467621029203280969e-03 3.999679766708563733e-04 1.047095904625918068e-03 1.983016486321789902e-03 1.012182641346345748e-03 3.286038457969611259e-04 8.968668735120781962e-05
