0.000000000000000000e+00 0.000000000000000000e+00
3.572297096234922087e-01 3.966044856495792533e-04
1.088742431751409834e+00 2.292750143089677343e-03
1.467777272588112414e+00 5.096098860347964173e-03
1.689032964858277808e+00 5.621962966280136947e-03
2.044603688402698793e+00 5.755096687187930167e-03
2.407438340447080272e+00 5.888313859934177739e-03
2.678057697640846335e+00 6.059244728914246758e-03
2.838888593756996315e+00 6.215079548806855085e-03
2.920985281395909183e+00 6.316438007151826614e-03
2.959406783949901865e+00 6.369883395407101821e-03
2.976621919926800253e+00 6.395177863550166424e-03
