0.000000000000000000e+00 0.000000000000000000e+00
-2.308997147248621484e-01 2.041083550853137803e-03
-1.086462871192087176e+00 4.501386412682280291e-03
-1.596658762750566618e+00 5.216813560811418837e-03
-1.553362858602890473e+00 5.379624539419273523e-03
-1.296977693757772832e+00 5.490787074275113415e-03
-1.029106043684093530e+00 5.648556127917307712e-03
-8.395690172703190735e-01 5.827572811170197466e-03
-7.329112905797768862e-01 5.964756476765371851e-03
-6.804212214147077331e-01 6.044184798248730325e-03
-6.563335802102632233e-01 6.083556763059701743e-03
-6.456419128276874586e-01 6.101651077205192363e-03
