0.000000000000000000e+00 0.000000000000000000e+00
-2.731511474403763184e+00 9.135024049677569835e-04
-4.752499869701715340e+00 1.231990867236508165e-03
-5.516271939811231206e+00 1.385366641688867695e-03
-5.548648692904750490e+00 1.547729309176437348e-03
-5.338822463962056730e+00 1.853028273922954034e-03
-5.109819963841305324e+00 2.292125935345157121e-03
-4.949549316513585318e+00 2.696231460660272403e-03
-4.860721696790825774e+00 2.959787214286964223e-03
-4.817447600482581471e+00 3.099250878324360300e-03
-4.797694875830723404e+00 3.165420709061089310e-03
-4.788949398728540530e+00 3.195229774431917417e-03
