0.000000000000000000e+00 0.000000000000000000e+00
3.998908329816548424e-01 2.384688874647970249e-04
1.370225635167321210e+00 1.557882932530656878e-03
2.154909150868794310e+00 4.920590990908481864e-03
2.377099526688201792e+00 5.794048430444528539e-03
2.611226656507744437e+00 5.989331085124515591e-03
2.820309708593769837e+00 6.162098154134456468e-03
2.956161518821292411e+00 6.319594073636950263e-03
3.028539994827171178e+00 6.425125879517971754e-03
3.063093050215998314e+00 6.481844830666478804e-03
3.078713711205919523e+00 6.508946602486232608e-03
3.085599624535233509e+00 6.521193315228959037e-03
