5.142896573762101298e-05 1.385710350945146274e-04 1.179857885777337481e-05 3.178751085276856057e-05
5.329070518200751394e-15 7.638334409421076998e-14 nan 2.291637901802259476e-10
5.329070518200751394e-15 7.638334409421076998e-14 nan 2.291637901802259476e-10
5.329070518200751394e-15 7.638334409421076998e-14 nan 2.291637901802259476e-10
5.329070518200751394e-15 7.638334409421076998e-14 nan 2.291637901802259476e-10
7.744013147847894629e-06 2.255986932375719789e-06 7.743972923451196690e-06 2.255987560870191103e-06
2.418400861905478649e-03 7.159913817345042730e-05 1.529863688449131917e-04 4.539966974216481712e-06
5.329070518200751394e-15 7.638334409421076998e-14 nan 2.291637901802259476e-10
9.746903223184437692e-01 9.232196776809991068e-01 3.061476007952203715e-04 7.391813606978046283e-04
1.408776667499722635e-05 5.912233406402123137e-06 9.961465806657888891e-06 4.180576902109393150e-06
3.648026126007231085e-03 7.619738740727299842e-04 1.732766428666319839e-04 3.629763088429773990e-05
1.876002573043455968e-02 7.579997426961360141e-02 1.939518162736371301e-04 7.381131910007710656e-04
4.099642176924600534e-04 3.578238749746276426e-08 6.400609796383559442e-05 5.573060569374846300e-09
