0.000000000000000000e+00 0.000000000000000000e+00
1.287030296136659757e-02 7.709973515282321326e-04
-1.961331336902024658e-01 1.885334732299379567e-03
-9.839249427146833371e-01 4.470036835351213697e-03
-1.465652497332770032e+00 5.225300287489733839e-03
-1.369169166562336226e+00 5.370829026273044211e-03
-1.014699910950066952e+00 5.439157972354056667e-03
-6.118964410291263256e-01 5.540076545189545100e-03
-2.882884521190012261e-01 5.703891615950682815e-03
-8.412037799839655605e-02 5.879224782187561851e-03
2.433712204169813376e-02 6.005661135066412727e-03
7.622568663688522594e-02 6.076209966053059547e-03
9.972621966127193094e-02 6.110532425056735585e-03
