0.000000000000000000e+00 0.000000000000000000e+00
-2.742621320212585534e+00 8.989863663790031469e-04
-4.792717375334359708e+00 1.259043801821436992e-03
-5.624343843679395327e+00 1.493605151660153682e-03
-5.776141285513135770e+00 1.812588327082166649e-03
-5.725495534585453683e+00 2.252800231793670310e-03
-5.650846675835032862e+00 2.662870792966939414e-03
-5.600945779880780684e+00 2.933616657224813202e-03
-5.574843933651981942e+00 3.077908752221956892e-03
-5.562572718111505665e+00 3.146610875550750596e-03
-5.557070929148988370e+00 3.177610817788201290e-03
-5.554655109055158135e+00 3.191262806621816047e-03
