0.000000000000000000e+00 0.000000000000000000e+00
3.878779162011752879e-01 2.624850562942791527e-04
1.479679933069060649e+00 9.983783258149688238e-04
2.962081373327170919e+00 3.764865489337063543e-03
3.534632586747496141e+00 5.524859928934395571e-03
3.927346873361924562e+00 5.759896162828907068e-03
4.317334828782037448e+00 5.875847715314667756e-03
4.619200559088946889e+00 6.034519335458125161e-03
4.804873145244035193e+00 6.195284049951031713e-03
4.901853011064373433e+00 6.307179213529864360e-03
4.947814442245000777e+00 6.368357947073032682e-03
4.968534038642997253e+00 6.397821100679828774e-03
