0.000000000000000000e+00 0.000000000000000000e+00
-7.154487340108134363e-02 1.496021391195320868e-03
-7.075508894419746397e-01 4.560749409389828687e-03
-1.277984904793111109e+00 5.479338608094710267e-03
-1.338694309058118925e+00 5.627147180355254914e-03
-1.201708886638306772e+00 5.757614853080127680e-03
-1.052764822426008884e+00 5.927754784131653194e-03
-9.538946564075766466e-01 6.077536134313537425e-03
-9.013875046922463774e-01 6.171947941558544350e-03
-8.764349644140985163e-01 6.220838291576499292e-03
-8.651849435542423583e-01 6.243772700784822396e-03
-8.602322480604110977e-01 6.254049102616009680e-03
