0.000000000000000000e+00 0.000000000000000000e+00
-1.491552417454514723e+00 5.853291488775239082e-04
-3.105608787639924095e+00 6.392127811975726725e-04
-3.876964444586835867e+00 9.250134946920501562e-04
-4.113127314938242129e+00 1.414607527266896177e-03
-4.181792992592789915e+00 1.884958571916529706e-03
-4.201575291200424722e+00 2.199360075018168357e-03
-4.207534793473447721e+00 2.368375061596591797e-03
-4.209528314037324748e+00 2.449248214940612407e-03
-4.210271042918225959e+00 2.485829114710518591e-03
-4.210568913345124287e+00 2.501956889154596363e-03
-4.210693241937969233e+00 2.508987110389147759e-03
