0.000000000000000000e+00 0.000000000000000000e+00
1.197074573564701483e-01 9.249009708654957291e-04
3.085424444050205439e-01 3.166389286112344676e-03
2.941308156563630094e-01 5.124658589914599625e-03
4.471845184825548047e-01 5.486744992342763513e-03
7.947054409120453133e-01 5.582703498548345460e-03
1.173878822691463597e+00 5.695074523849743588e-03
1.469198086158743699e+00 5.861771718511175032e-03
1.650450758031822396e+00 6.027621792919862949e-03
1.744890919013081909e+00 6.141283399868413539e-03
1.789580944595601686e+00 6.202904845113326078e-03
1.809711891606515355e+00 6.232460987723865802e-03
