2.175937415188622381e-03 1.033430274197000287e-03 3.063231061406490596e-05 1.207708411197620948e-04 5.739938531433654608e-05 1.703599268671142929e-06
1.132017034793264543e-03 6.916114443189513850e-04 2.637152088769134650e-05 8.319171141211385346e-05 5.083634085458212082e-05 1.940029656027122483e-06
5.236730337034867233e-03 2.252588755983375712e-02 6.047382103129050890e-03 9.074164740151952329e-05 3.818674883650355128e-04 1.045568723399728468e-04
6.051909440331515455e-03 7.783344057187280285e-03 6.247465024804554901e-04 1.590600770638919822e-04 2.038189286176932721e-04 1.649894127766605444e-05
3.050336873805070681e-03 6.996475794058820696e-04 1.001554678992100378e-05 1.570533520343215497e-04 3.608981844738224070e-05 5.171607542226936858e-07
3.282332473366755821e-02 3.667270911655862164e-05 2.557214884291170165e-09 5.608158489373768745e-04 6.448944385750584019e-07 2.635463937807775015e-10
6.419050066275300281e-04 2.267978721305352607e-03 5.001162720661422867e-04 3.478373345567369388e-05 1.226426601688701545e-04 2.710037492070840949e-05
1.506436723982296222e-02 4.057428021221332060e-03 6.820473895552403576e-05 3.411966463944683778e-04 9.268482458964838932e-05 1.566885699853102454e-06
8.843049389064550070e-04 9.341122033901250177e-04 6.158285770130333958e-05 6.448351085219711828e-05 6.809510991513107847e-05 4.493958631343644707e-06
3.958709537916105248e-03 5.124905431252990695e-05 4.140777232208847636e-08 1.972059472213351611e-04 2.561657104250031639e-06 2.167795837104328925e-09
5.734690229364458602e-03 1.760300140003057123e-02 3.372308370604981675e-03 1.114481628947490481e-04 3.368336027050892654e-04 6.561751793482971439e-05
2.305943581403679943e-03 4.055973344740948505e-06 4.452509472230303800e-10 1.515028367722028523e-04 2.670147543839042302e-07 3.343775546258564932e-10
9.830455411284244605e-03 1.042019173214403516e-02 6.893528565703466171e-04 2.144188513222848222e-04 2.265140469427515590e-04 1.516002579647956178e-05
2.028607716818564555e-03 3.084649155016272459e-04 2.927367680038983622e-06 1.324628000442853169e-04 2.017041123455182833e-05 1.915188349128416262e-07
1.569972081769011041e-03 6.530730138774032412e-04 1.695490435227320347e-05 1.048225600372273340e-04 4.363091079493380397e-05 1.133682368126899338e-06
1.278390720899080790e-03 1.406435839788056086e-04 9.656951212022590880e-07 1.072007579993170852e-04 1.180502495502341585e-05 8.107726471691862485e-08
7.330711363805475500e-03 9.287901760357542003e-06 7.344329588931941544e-10 2.693482546449985386e-04 3.434400099600879598e-07 nan
8.817230334594583496e-03 2.042874041742392954e-02 2.954029247979939043e-03 1.559096156617591775e-04 3.554883552322339775e-04 5.246721681314812111e-05
1.159257032535609966e-03 2.084046742538703256e-04 2.338293210613073825e-06 9.897863020344650244e-05 1.780752453406434023e-05 1.998649652535709615e-07
1.464555126167166321e-03 1.464097124928898097e-03 9.134774890262598035e-05 8.424875898280891745e-05 8.418876853446795924e-05 5.261337506783549761e-06
1.897944671063855893e-03 3.336079065172192770e-03 3.659762637648888983e-04 8.022089245699785755e-05 1.406994077778488843e-04 1.548881681114989089e-05
3.728979975299240301e-02 6.753855824073173864e-03 7.634442293502630150e-05 5.497367213473256181e-04 1.020996289646784890e-04 1.166240341715238921e-06
3.027101495644646256e-02 2.080064518316548927e-03 8.920525236710830086e-06 5.224698844868861996e-04 3.678103005502799121e-05 1.585140653504836882e-07
2.131161453299501574e-03 2.864358323777516091e-04 2.402714320837162632e-06 1.368299027667025801e-04 1.841851889894119556e-05 1.545775645416878693e-07
2.185290420567254088e-03 9.445477763070364574e-05 2.548018014358888195e-07 1.445331290890347023e-04 6.258350164545993348e-06 1.688453650898580011e-08
3.041440226828617810e-03 8.558270180092364399e-06 1.502991509028106520e-09 1.738237968917153819e-04 4.904101120042465381e-07 nan
