0.000000000000000000e+00 0.000000000000000000e+00
-2.008935482749052426e-01 1.962023685843936949e-04
-3.789180022416891447e-01 3.957178345247516771e-04
-5.339303006833757692e-01 5.982218802361151345e-04
-6.662749022975990032e-01 8.031847995892580586e-04
-7.767375040276836007e-01 1.009931943451745700e-03
-8.664617140867282297e-01 1.217687795860668883e-03
-9.368456640082499787e-01 1.425612098599601070e-03
-9.894362001343026680e-01 1.632831819521616320e-03
-1.025834423814782959e+00 1.838470341027743406e-03
-1.047620426938957738e+00 2.041673983553509396e-03
