1.954220933839678764e-03 4.029996693134307861e-03 1.193685566249769181e-04 3.553025249857455492e-03 1.874243578640744090e-03 2.845834416802972555e-03 9.575656440574675798e-05 3.227378940209746361e-03 1.434391306247562170e-04 6.488737684170094177e-05 6.881348769335696733e-04 6.488737684170094177e-05 2.184035838581621647e-04 1.169603201560676098e-04 2.685691033548209816e-04 7.721523288637399673e-03 1.766080036759376526e-03 5.314547555220390698e-06 2.332003088667988777e-03 6.156094837933778763e-03 2.258893568068742752e-03 4.022189415991306305e-03 5.231416784226894379e-03 1.398890744894742966e-03 6.003478271547161946e-06 8.173986861947923899e-05 5.520915146917104721e-04 1.425508176907896996e-03 1.994418271351605654e-04 2.712384099140763283e-03 4.233819927321746945e-04 5.622169919661246240e-05 2.030638977885246277e-03 1.520534744486212730e-03 7.046067912597209215e-05 7.351060048677027225e-05 3.040829848032444715e-03 1.265876460820436478e-03 2.381492638960480690e-03 5.961509790116300547e-04 2.254411636386066675e-03
1.518168990509446894e-03 9.582887422053998523e-04 1.235732803523680772e-03 3.804964183375533163e-03 1.153586217223894752e-03 2.006368491131043513e-03 1.525015215056241789e-02 5.684651057648798045e-04 1.144370809548678897e-02 1.316862175010074165e-03 6.184718138128266656e-05 1.316862175010074165e-03 9.845977798482780010e-04 1.910423213020890384e-04 1.894813146934430951e-04 1.987678381233599911e-03 1.947704210631971472e-03 2.920945071548636089e-05 5.540940394737468465e-04 1.507097211370492284e-03 1.508845141492416936e-03 2.410151206158798933e-03 1.095525467546950345e-03 1.944503726726145611e-03 1.983574755178572798e-05 1.712409679626953154e-04 5.250509511713819313e-03 1.416325335641187386e-04 1.164277005283187184e-04 1.647054472493163745e-03 2.009252930292859674e-03 5.508376320085965269e-03 4.545352624911640563e-03 1.680526847759645324e-05 5.198469472714661518e-05 3.755160983142822369e-03 2.484921779408431636e-03 1.738096406629419111e-03 1.931244480765420025e-03 1.452943974926336436e-03 2.654622201323688768e-04
8.277150020003318925e-03 5.754160112701356845e-04 1.226467628439422645e-03 3.287860676646232622e-03 2.988763208268210153e-03 2.056385912728728518e-03 2.130573420436121599e-04 9.543825732544064175e-03 1.165182195836678158e-04 1.892122763820225373e-04 1.118093449331354367e-03 1.892122763820225373e-04 5.570187652483582236e-04 5.574092501192353354e-03 2.442422346939565809e-04 1.599265928380191404e-03 5.475147683173417663e-03 1.078176485558894110e-05 7.672401070594787528e-03 6.249167677015066320e-04 9.079252202063799182e-03 4.243015160318464062e-04 1.215970639605075095e-03 8.239159267395734700e-04 9.707605325578091271e-06 1.813628786476328850e-04 6.119459285400807858e-04 1.527789207175373962e-03 2.297578047728165865e-04 8.839905969798564703e-03 1.130829519242979638e-03 1.803413535526487868e-04 2.839539598207920998e-03 6.159930708236061579e-05 3.191041744382042779e-05 1.115714023277784394e-04 2.508425542037002846e-03 1.399542447179555902e-03 2.316549423461159146e-03 1.579637210040042705e-03 1.215024787719206311e-04
2.360994873438463856e-03 1.504152988355747641e-03 4.477387354749817945e-04 2.853705371773346700e-03 2.631047098602298275e-03 2.111751668772465177e-03 3.185557551089089287e-04 2.249527197374507227e-03 4.379085030069650337e-03 4.320644731015190767e-04 4.449056885489479328e-03 4.320644731015190767e-04 9.609681424186673759e-03 2.114099361067421114e-04 4.010291249658113656e-04 6.989607489992713182e-03 1.671484460361128549e-03 4.227657535561457820e-05 8.584894023315851885e-03 7.162979380281772309e-04 8.023975037991307180e-03 4.871973962804605719e-04 1.708923814666652493e-03 1.445818751330249291e-03 2.536654318639419378e-05 1.326269081356829731e-04 5.420874576842369015e-03 1.339020657956838491e-04 1.124430757129651475e-04 1.500225902080189406e-03 1.399407764967141145e-03 6.630625242440484968e-05 3.247441710406091375e-03 8.519994121025923522e-05 1.928088984486255161e-04 5.327690961046953333e-03 2.262751128508297665e-03 1.315675524258336270e-03 2.054132981399117534e-03 1.883457402622890379e-03 3.622612464485343298e-03
1.444045807523974042e-03 1.899451206052868478e-03 1.207696331754238520e-03 3.141749909163677607e-03 2.357546620699175512e-03 2.073447568269831762e-03 1.183933591478151013e-04 5.275968006603291285e-04 6.932956463625204735e-03 4.741717944936639571e-04 5.739412874641731596e-03 4.741717944936639571e-04 8.265921516857784729e-03 1.177438626874735984e-03 2.283398598278993201e-04 6.847021812251929788e-03 1.779890944378386373e-03 2.035175801775667250e-05 4.953190329051094425e-04 3.691005777439166670e-03 1.558120535076435277e-03 1.867919750832791994e-03 9.823174091409250450e-04 4.336947735784382925e-03 2.822821849292069495e-04 2.130308411292860325e-05 4.771089809545283949e-04 9.071626716518196507e-03 3.981367972928323931e-04 8.667174325292480164e-03 7.800062795185709131e-04 2.809063634827154809e-04 3.131427045445889235e-03 3.732200193867200069e-05 1.019620048522818087e-03 5.448185405212229576e-03 2.411160473551215901e-03 1.288486616525413766e-03 2.018092855832528953e-03 1.709439746243343909e-03 3.344050048912029695e-03
2.595949699553622668e-03 1.793249680964461266e-03 9.202155105699665657e-04 2.835913299150726562e-03 2.124318520369866160e-03 1.802055189989615726e-03 1.270881299131186365e-03 3.772291518693585578e-03 1.360331402157835242e-03 3.798768113699627731e-04 2.367974330182280075e-03 3.798768113699627731e-04 6.217081731660546338e-04 5.689319054373262810e-03 3.596587295311882851e-04 1.548701367015656999e-03 5.884863453764111081e-03 1.188353032923932716e-04 7.259136812174564815e-04 7.243019043888947878e-03 1.553007396741783001e-03 4.395614880893047687e-03 2.758210173278587748e-03 1.114376384863783080e-04 2.449950224338336076e-05 1.581958353298968187e-05 7.550651158129618144e-03 3.886231818186176661e-04 3.060076854387872307e-04 1.824244700550828975e-03 3.993571766716753034e-03 2.086278351545270166e-04 3.257557410668670845e-03 4.116695945662261601e-05 7.045737344911960317e-05 6.021678343667227415e-03 2.320086074477119200e-03 2.579322145384264301e-03 1.987253968057979721e-03 1.571151501215785904e-03 2.928652392925105118e-03
1.441904332923946803e-03 2.284732306656050635e-03 1.545101069647595747e-03 3.230091762729681969e-03 2.121899087580372649e-03 1.882207469926860119e-03 2.977212437664483020e-04 5.344521085221675284e-04 4.879434410776454720e-03 2.932155633003738385e-04 1.172427413375916018e-04 2.932155633003738385e-04 7.683825794152826863e-03 1.994553029016103902e-04 1.311271132148509125e-04 6.117187722425330987e-03 1.583438874929145573e-03 5.699804375088509534e-05 8.317602506784689412e-04 7.726569123665935103e-03 1.596547539520543069e-03 4.535025527036937350e-03 2.486395899679683802e-03 1.558620177179580613e-04 2.366385544879297603e-05 3.040688236632420522e-05 9.558844944140651445e-03 1.635066437951796317e-04 1.539050939365032406e-04 1.659711868255509936e-03 2.853039518673280463e-03 1.063283233190217994e-04 3.527460778838888405e-03 6.851797274434612696e-05 5.506320872427750146e-03 1.782163395033883771e-04 2.702531905188585749e-03 1.320503358805407909e-03 2.039994425551470633e-03 1.615094256781698630e-03 1.001328651000221726e-04
5.925605772063136101e-03 8.268433567105890839e-04 1.081147689451187732e-03 2.988614875663954222e-03 2.767378726275637746e-03 1.837714179648748192e-03 1.474247374541224297e-04 4.814859430648778249e-03 3.793270711627739654e-04 9.112319493030091977e-05 1.290355796906321071e-03 9.112319493030091977e-05 7.965542838639138104e-04 7.875218368625562168e-03 5.012495940287695854e-04 1.547990421960620481e-03 6.064963159396460045e-03 8.842133431180468255e-06 5.755740980691227303e-04 1.102528433732100121e-03 1.389492198971933531e-03 3.512766708521858437e-03 1.355871181371376714e-03 1.151813947791723892e-02 1.468489271996587776e-05 1.004833879721301915e-04 5.671876179372990160e-04 2.639966055300503427e-03 2.356272651875195663e-04 1.527520380669126305e-03 1.889126813406810960e-03 1.227728236316531643e-04 3.100345153239016539e-03 3.242204724014491855e-04 2.379653572764558187e-04 9.059113315806985745e-05 2.974241190761523629e-03 1.680902744594373098e-03 1.776387121808192370e-03 1.593398106419236264e-03 2.793280674954426858e-04
1.485688733571970946e-03 7.833828587370754827e-04 1.661452078141420312e-03 4.260010535786436757e-03 9.837134454177100858e-04 1.568769497680477798e-03 2.102190761996263965e-02 5.290238953999836435e-04 4.002712623332627118e-03 3.450207892235608587e-03 6.478254412782420951e-05 3.450207892235608587e-03 7.444952709854326268e-04 1.888285450232532697e-04 4.155519965768855284e-04 2.006128044079312066e-03 2.000362210145050987e-03 2.938294889617915832e-05 7.725557693364945404e-03 1.020907014290886768e-03 8.842886616052552176e-03 4.344496370653029094e-04 1.145937945693731308e-03 1.048048328481276026e-03 4.449336760251643592e-06 5.349522279257970482e-04 7.214219050100920171e-04 9.926247664473273735e-04 2.018699716162783203e-04 1.748339722821996931e-03 3.982702017476020162e-04 1.727916275161657045e-04 4.534481236160817393e-03 3.125659838009266152e-05 6.248898634194947010e-05 3.168400511971082318e-03 2.403779733867850155e-03 3.649983258748596207e-03 1.094903317579971370e-03 1.825397810369560605e-03 1.112151308530662849e-03
1.978765503736212850e-03 3.382445036550052464e-03 1.923510866618016735e-03 3.209854883607476950e-03 3.877444178215228021e-03 1.739542891300516203e-03 1.489727466832846403e-03 5.483667700900696218e-04 8.779101481195539236e-03 4.806706820090766996e-04 4.275361641096727013e-03 4.806706820090766996e-04 5.106413736939430237e-04 2.365778473176760599e-03 1.404820877723977901e-04 1.645559997996315360e-03 6.910781376063823700e-03 4.596762864821357653e-04 2.938537450972944498e-03 5.099336849525570869e-04 6.780676310881972313e-03 3.753677774511743337e-04 1.162629741884302348e-03 1.543342164950445294e-03 1.953823641542840051e-05 6.958132325962651521e-05 4.508329904638230801e-03 1.325777411693707108e-04 1.116071744036162272e-04 1.583606994245201349e-03 1.767582434695214033e-03 7.579589873785153031e-05 3.062295247218571603e-03 7.388802856439724565e-03 1.111708664514784035e-04 7.249473219417268410e-05 3.430416971241356805e-03 1.395890023559331894e-03 2.344037081153752759e-03 1.339009114114257269e-03 3.038751184552287207e-03
